name,platform,r-date,score,user score,developer,genre,players,critics,users
Impact Winter,PC,2017-05-22,63,5.0,MojoBones,"Adventure,General",,23,24
Wakeboarding HD,PlayStation3,2010-03-25,63,6.8,"CreatStudios,TikGames,LLC","Sports,Alternative,Individual,Wakeboarding,Wakeboarding,Surf / Wakeboard",,10,11
Chaos Field,GameCube,2005-12-20,63,5.0,MileStoneInc.,"Action,Shooter,Scrolling",,7,5
Dragon Ball Z Budokai HD Collection,Xbox360,2012-11-06,63,8.4,Pyramid,"Miscellaneous,Compilation,Compilation",,14,40
Michael Jackson The Experience,Xbox360,2011-04-12,63,7.2,UbisoftMontreal,"Action,Miscellaneous,Rhythm,General,Dancing,Dancing",,31,36
Space Hack,PC,2005-11-18,63,7.6,Rebelmind,"Role-Playing,Action RPG,Action RPG",,13,38
Bookbound Brigade,PC,2020-01-30,63,,DigitalTales,"Action Adventure,Open-World",,8,0
The Low Road,Switch,2018-08-23,63,,XGenStudios,"Adventure,Point-and-Click",,10,0
Pop-Up Pilgrims,PlayStation4,2018-02-13,63,,DakkoDakko,"Strategy,Real-Time,General",,17,0
Sudden Strike 4,PlayStation4,2017-08-15,63,7.3,Kalypso,"Strategy,Real-Time,General",,12,30
Ninja Usagimaru: The Mysterious Karakuri Castle,3DS,2016-09-29,63,,ArcSystemWorks,"Puzzle,General",,7,0
The Westport Independent,PC,2016-01-21,63,6.2,DoubleZeroOneZero,"Strategy,Management,Business / Tycoon",,15,6
Sword Art Online: Lost Song,PlayStation4,2015-11-17,63,6.2,"BandaiNamcoGames,Artdink","Role-Playing,Action RPG",,32,86
Samurai Warriors Chronicles 3,3DS,2015-06-30,63,6.1,OmegaForce,"Action,Beat-'Em-Up,3D",,13,10
Weapon Shop de Omasse,3DS,2014-02-20,63,7.4,NexEntertainment,"Role-Playing,General",,29,21
Jagged Alliance: Crossfire,PC,2012-08-24,63,4.3,Kalypso,"Strategy,Turn-Based,General,Modern,Modern",,8,38
The Tiny Bang Story,PC,2011-04-22,63,7.1,ColibriGames,"Adventure,General,General,Point-and-Click",,12,65
The UnderGarden,PlayStation3,2011-02-01,63,7.8,VitaminGStudios,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",,12,4
Drakengard,PlayStation2,2004-03-02,63,8.2,CaviaInc.,"Role-Playing,Action RPG",,55,125
Batman: Rise of Sin Tzu,PlayStation2,2003-10-16,63,8.1,UbisoftMontreal,"Action,Beat-'Em-Up",,21,20
Rally Championship,GameCube,2003-07-30,63,,SCi,"Driving,Racing,GT / Street",,8,0
Evolution Worlds,GameCube,2002-12-02,63,8.3,Sting,"Role-Playing,Console-style RPG",,20,13
No Escape (2000),PC,2000-11-30,63,,Funcom,"Action,General,General",,8,0
Goat Simulator,PC,2014-04-01,62,6.6,CoffeeStainStudios,"Adventure,Simulation,General",,39,928
Islands of Wakfu,Xbox360,2011-03-30,62,7.3,AnkamaGames,"Role-Playing,Action Adventure,Fantasy,Massively Multiplayer Online,General,Fantasy,Fantasy",,27,12
ModNation Racers: Road Trip,PlayStationVita,2012-02-07,62,6.4,SCEA,"Driving,Racing,Arcade,Kart,Other,Kart",,51,72
Etherborn,Switch,2019-07-18,62,7.5,AlteredMatter,"Adventure,3D,First-Person,Third-Person",,13,6
Legend of the Guardians: The Owls of Ga'Hoole,PlayStation3,2010-09-14,62,6.6,KromeStudios,"Action,General,General",,9,5
F1 2014,PlayStation3,2014-10-21,62,4.0,CodemastersBirmingham,"Driving,Racing,Simulation,Formula One,Automobile",,19,32
Daymare: 1998,PC,2019-09-17,62,6.7,InvaderStudios,"Action Adventure,Survival",,22,145
Take On Mars,PC,2013-08-01,62,7.6,BohemiaInteractive,"Sci-Fi,Small Spaceship,Simulation,Space,Combat",,7,13
HYPERGUN,PC,2018-08-23,62,2.5,NVYVEStudios,"Action,First-Person,Shooter,Arcade",,9,4
River City: Knights of Justice,3DS,2017-06-20,62,7.6,"Million,Avit-Niigata","Role-Playing,Japanese-Style",,8,5
BRAWL,PlayStation4,2015-04-24,62,6.4,BlooberTeam,"Action,Arcade",,18,70
Buzz Aldrin's Space Program Manager,PC,2014-10-31,62,6.4,"Slitherine,SlitherineGroup","Adventure,3D,Sci-Fi,Third-Person",,8,14
Combat Mission: Shock Force,PC,2007-08-22,62,3.2,BigTimeSoftware,"Strategy,Turn-Based,Wargame,Turn-Based,General",,15,88
Heroes Over Europe,PlayStation3,2009-09-15,62,6.9,"Atari,TransmissionGames,AtariSA","Simulation,Flight,WWII,WWII,Combat",,34,17
Inferno Pool,Xbox360,2009-10-28,62,,DarkEnergyDigital,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",,10,0
Conflict: Global Terror,Xbox,2005-10-04,62,7.9,PivotalGames,"Action,Shooter,Third-Person,Tactical,Modern",,24,8
Warface,PC,2013-10-21,62,4.2,Crytek,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,17,500
Groundhog Day: Like Father Like Son,PlayStation4,2019-09-17,62,5.4,"TequilaWorks,SonyPicturesVirtualReality","Adventure,3D,First-Person",,12,16
NBA 2K Playgrounds 2,XboxOne,2018-10-16,62,6.1,SaberInteractive,"Sports,Team,Basketball,Arcade",,12,18
Let's Golf 3D,3DS,2011-07-28,62,6.5,Gameloft,"Sports,Traditional,Individual,Golf,Arcade,Arcade",,11,8
Dungeon Siege II: Broken World,PC,2006-08-01,62,6.9,GasPoweredGames,"Role-Playing,Action RPG,Action RPG",,28,34
Zombie Apocalypse: Never Die Alone,Xbox360,2011-10-26,62,5.6,BackboneEntertainment,"Action,General,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",,15,9
Naruto: Uzumaki Chronicles,PlayStation2,2006-11-14,62,7.5,CaviaInc.,"Action,General",,24,31
Bookbound Brigade,Switch,2020-01-30,62,,DigitalTales,"Action Adventure,Open-World",,9,0
Fallout: New Vegas - Lonesome Road,PlayStation3,2011-09-20,62,6.9,ObsidianEntertainment,"Role-Playing,First-Person,First-Person,Western-Style",,7,26
Hardwood Backgammon,Xbox360,2005-12-08,62,6.6,SilverCreekEntertainment,"Miscellaneous,Board Games,Board Games,Board / Card Game",,10,5
Democracy,PC,2005-04-01,62,4.8,PositechGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",,7,6
Spyro: A Hero's Tail,GameCube,2004-11-03,62,7.1,EurocomEntertainmentSoftware,"Action,Platformer,3D",,13,18
Dead Man's Hand,Xbox,2004-03-03,62,6.8,HumanHeadStudios,"Action,Shooter,First-Person,Historic",,31,11
Harry Potter and the Sorcerer's Stone,GameCube,2003-12-09,62,8.7,Warthog,"Action Adventure,Fantasy",,11,9
Alter Echo,PlayStation2,2003-08-19,62,7.0,OutrageGames,"Action,Shooter,Third-Person,Fantasy",,26,10
Finding Nemo,GameCube,2003-05-12,62,5.4,Traveller'sTales,"Action,Platformer,3D",,11,9
NFL GameDay 2002,PlayStation,2001-08-06,62,7.1,989Sports,"Sports,Traditional,Football,Sim",,10,7
Star Trek: Voyager Elite Force Expansion Pack,PC,2001-05-09,62,7.5,RavenSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",,10,10
Top Gear Dare Devil,PlayStation2,2000-12-11,62,6.4,Kemco,"Driving,Racing,GT / Street",,7,7
Spawn: In the Demon's Hand,Dreamcast,2000-10-01,62,8.5,Capcom,"Action,Shooter,Third-Person,Fantasy",,16,10
MotoGP 07,PlayStation2,2007-10-23,62,8.0,Milestone,"Driving,Racing,Motorcycle,Street",,26,8
Hero's Saga Laevatein Tactics,DS,2009-10-20,62,,GungHo,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",,10,0
Ghost Blade HD,PlayStation4,2017-02-28,62,6.4,HUCAST,"Action,Shooter,Shoot-'Em-Up,Vertical",,12,8
Sheltered,PC,2016-03-15,62,4.8,Unicube,"Strategy,Real-Time,Defense",,10,37
Wanted: Weapons of Fate,Xbox360,2009-03-24,62,7.4,GRIN,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",,61,31
Crysis Remastered,PlayStation4,2020-09-18,62,3.7,SaberInteractive,"Action,Shooter,First-Person,Arcade",,16,39
Hyper Scape,PlayStation4,2020-08-11,62,5.4,UbisoftMontreal,"Action,Shooter,First-Person,Tactical",,8,51
OVERPASS,PC,2020-02-27,62,5.4,ZordixRacing,"Racing,Simulation,Arcade,Automobile",,8,5
Resident Evil Archives: Resident Evil Zero,Wii,2009-12-01,62,8.5,Capcom,"Action Adventure,Horror,Horror,Survival",,17,64
The Last Remnant Remastered,Switch,2019-06-10,62,7.9,"SquareEnix,GUILDSTUDIOInc.","Role-Playing,Japanese-Style",,9,43
Transformers: War for Cybertron - Autobots,DS,2010-06-22,62,8.1,VicariousVisions,"Action,Action Adventure,Sci-Fi,Sci-Fi,General,Shooter,Third-Person,Arcade",,9,10
Transformers: War for Cybertron - Decepticons,DS,2010-06-22,62,8.5,VicariousVisions,"Action,Action Adventure,Sci-Fi,Sci-Fi,General,Shooter,Third-Person,Arcade",,9,6
The Tower SP,GameBoyAdvance,2006-03-21,62,7.8,Vivarium,"Miscellaneous,Virtual Life",,16,4
Texas Cheat 'Em,PlayStation3,2009-05-14,62,,WideloadGamesInc.,"Miscellaneous,Parlor,Gambling,Gambling",,9,0
The Legend of Spyro: Dawn of the Dragon,Xbox360,2008-10-21,62,7.7,EtrangesLibellules,"Action,Platformer,Platformer,3D,3D",,35,41
Armored Core: For Answer,PlayStation3,2008-09-16,62,7.9,FromSoftware,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",,22,39
Torchlight III,PlayStation4,2020-10-13,62,2.8,"EchtraGames,Inc.","Role-Playing,Action RPG",,18,15
Wooden Sen'SeY,WiiU,2014-07-24,62,7.3,UpperByte,"Action,Platformer,2D",,15,11
WRC 5,PlayStation4,2015-10-13,62,5.9,"Kylotonn,MilestoneS.r.l","Racing,Simulation,Automobile",,22,34
Puzzle Chronicles,PSP,2010-01-28,62,,Konami,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",,19,0
Mafia III,PC,2016-10-06,62,3.8,Hangar13,"Action Adventure,Open-World",,31,1522
Street Racing Syndicate,PlayStation2,2004-08-31,62,8.8,Eutechnyx,"Driving,Racing,GT / Street",,40,147
Need for Speed Payback,PC,2017-11-10,62,3.7,ElectronicArts,"Racing,Arcade,Automobile",,7,522
Agents of Mayhem,PlayStation4,2017-08-15,62,6.7,VolitionInc.,"Action Adventure,Open-World",,70,147
Watch Dogs,WiiU,2014-11-18,62,6.5,UbisoftRomania,"Modern,Action Adventure,General,Modern,Open-World",,15,170
Skydive: Proximity Flight,PlayStation3,2013-10-01,62,,GaijinEntertainment,"Sports,Alternative,Individual,Other,Other",,14,0
Ship Simulator 2008,PC,2008-01-21,62,6.6,VSTEP,"Simulation,Ship,Ship,Marine,Civilian",,9,8
Micro Machines V4,DS,2007-02-06,62,,SupersonicSoftware,"Driving,Racing,Arcade,Arcade,Automobile",,10,0
FIFA 06: Road to FIFA World Cup,Xbox360,2005-11-16,62,6.1,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",,39,34
Crimson Tears,PlayStation2,2004-07-21,62,8.0,DreamFactory,"Action,Beat-'Em-Up",,30,5
Super Bomberman R,Switch,2017-03-03,62,6.8,Konami,"Puzzle,Action,Arcade",,63,317
Warsaw,PC,2019-10-02,62,7.1,PixelatedMilk,"Role-Playing,General",,32,30
Need for Speed World,PC,2010-07-27,62,5.7,"EABlackBox,EASingapore","Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",,21,141
Devastation,PC,2003-03-28,62,5.7,DigitaloStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,20,22
Bakugan Battle Brawlers,Wii,2009-10-20,62,7.7,NowProduction,"Action,General,General",,12,15
Sniper Elite V2 Remastered,Switch,2019-05-14,62,6.9,Rebellion,"Action,Shooter,Third-Person,Tactical",,12,27
Velocibox,PlayStation4,2015-07-28,62,5.6,ShawnBeck,"Action,General,Arcade",,10,8
Wings of War,Xbox,2004-08-30,62,5.0,SilverWishGames,"Simulation,Flight,WWI",,29,5
Ford Racing 2,Xbox,2003-11-03,62,,RazorworksStudios,"Driving,Racing,GT / Street",,11,0
Republic: The Revolution,PC,2003-08-27,62,7.7,ElixirStudios,"Strategy,Real-Time,Modern,General,Modern",,21,21
Enter the Matrix,PlayStation2,2003-05-14,62,8.2,ShinyEntertainment,"Action Adventure,Sci-Fi",,30,153
Conflict: Desert Storm,GameCube,2003-04-22,62,8.1,PivotalGames,"Action,Shooter,Third-Person,Tactical,Modern",,19,14
Legends of Wrestling II,Xbox,2002-12-05,62,,Acclaim,"Action,Fighting,Wrestling",,14,0
One Piece Mansion,PlayStation,2001-09-30,62,,Capcom,"Action,General",,12,0
Kengo: Master of Bushido,PlayStation2,2001-01-03,62,8.4,LightWeight,"Action,Fighting,3D",,13,8
Dynasty Warriors,PSP,2005-03-16,62,7.3,"Koei,OmegaForce","Action,Beat-'Em-Up,Beat-'Em-Up,Fighting,3D",,26,24
Zombie Army Trilogy,XboxOne,2015-03-06,62,6.9,Rebellion,"Action,Shooter,Third-Person,Arcade",,10,49
Test Drive: Ferrari Racing Legends,PlayStation3,2012-07-03,62,5.0,"Atari,SlightlyMadStudios,AtariSA","Driving,Racing,Simulation,General,General,Automobile",,19,24
The Settlers History Collection,PC,2018-11-15,62,5.5,UbisoftBlueByte,"Miscellaneous,Compilation",,7,4
Total War: Rome II - Empire Divided,PC,2017-11-30,62,5.5,CreativeAssembly,"Strategy,Real-Time,General",,9,25
Doki-Doki Universe,PlayStation3,2013-12-10,62,6.8,SCEA,"General,Miscellaneous,General",,10,18
Rise of Industry,PC,2019-05-02,62,7.6,DapperPenguinStudios,"Government,Strategy,Management,Business / Tycoon",,12,8
War of the Vikings,PC,2013-10-01,62,6.2,FatsharkAB,"Action,General,General",,19,64
Lost Ember,Switch,2020-09-24,62,,MooneyeStudios,"Action Adventure,Open-World",,7,0
A Knight's Quest,XboxOne,2019-10-11,62,4.8,Sky9,"Action Adventure,General",,8,9
The Coma: Recut,Switch,2017-12-21,62,6.0,DevespressoGames,"Action Adventure,Survival",,7,12
Silent Hunter 5: Battle of the Atlantic,PC,2010-03-02,62,3.6,UbisoftRomania,"Simulation,Submarine,Submarine,Marine,Combat",,26,110
XIII Century: Death or Glory,PC,2008-03-12,62,7.5,UnicornGamesStudio,"Strategy,Real-Time,Historic,General",,8,8
Chrome SpecForce,PC,2005-11-30,62,6.4,Techland,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,15,26
Monster House,DS,2006-07-18,62,,ArtificialMindandMovement,"Action Adventure,Horror,Horror,Survival",,14,0
Mario Pinball Land,GameBoyAdvance,2004-10-04,62,4.5,FuseGamesLimited,"Miscellaneous,Parlor,Pinball",,35,15
Odama,GameCube,2006-04-10,62,8.0,Vivarium,"Miscellaneous,Parlor,Pinball",,42,18
Chimparty,PlayStation4,2018-11-13,62,6.4,NapNokGames,"Miscellaneous,Party / Minigame",,13,21
PowerUp Forever,Xbox360,2008-12-10,62,5.4,BlitzArcade,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",,11,7
Disney's Meet the Robinsons,Wii,2007-03-27,62,6.3,BuenaVistaGames,"Action Adventure,Sci-Fi,Sci-Fi,General",,11,4
Silverfall,PC,2007-03-20,62,6.4,"MonteCristoMultimedia,MonteCristo","Role-Playing,Action RPG,Action RPG",,32,53
Override: Mech City Brawl,Switch,2019-10-15,62,,ModusStudiosBrazil,"Action,General",,8,0
Giga Wrecker Alt.,XboxOne,2019-05-02,62,,GameFreak,"Action,Platformer,2D",,7,0
Blind,PlayStation4,2018-09-18,62,5.0,TinyBullStudios,"Adventure,3D,First-Person",,8,11
The Infectious Madness of Doctor Dekker,PlayStation4,2018-06-05,62,3.1,D'AvekkiStudiosLimited,"Adventure,General",,8,7
Moco Moco Friends,3DS,2015-11-17,62,5.8,"Racjin,NipponColumbia","Role-Playing,General,Trainer",,8,13
Kane & Lynch 2: Dog Days,PlayStation3,2010-08-17,62,5.3,IoInteractive,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",,53,136
TNA iMPACT!,Xbox360,2008-09-09,62,6.1,MidwayStudios-LosAngeles,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",,44,20
Dangerous Driving,PlayStation4,2019-04-09,62,3.8,ThreeFieldsEntertainment,"Racing,Arcade,Automobile",,36,40
Scooby-Doo! Unmasked,Xbox,2005-09-12,62,,ArtificialMindandMovement,"Action,Platformer,3D",,15,0
Gas Guzzlers Extreme,XboxOne,2016-11-04,62,6.9,IcebergInteractive,"Simulation,Vehicle,Combat",,10,7
WireWay,DS,2009-11-03,62,,Konami,"Action,Platformer,Platformer,2D,2D",,9,0
Kao the Kangaroo Round 2,Xbox,2006-03-21,62,,TateInteractive,"Action,Platformer,3D",,7,0
Digimon Racing,GameBoyAdvance,2004-09-13,62,,GriptoniteGames,"Driving,Racing,Arcade",,10,0
Pro Fishing Challenge,Xbox,2004-08-31,62,7.9,Opus,"Sports,Nature,Fishing",,11,11
ESPN International Winter Sports 2002,Xbox,2002-02-28,62,,Konami,"Sports,Olympic Sports",,10,0
WWF Road to Wrestlemania,GameBoyAdvance,2001-11-18,62,,Natsume,"Action,Fighting,Wrestling",,7,0
NEON STRUCT,PC,2015-05-20,62,6.4,MinorKeyGames,"Action Adventure,General",,7,8
Sonic Boom: Fire & Ice,3DS,2016-09-27,62,7.2,SanzaruGames,"Action,Platformer,2D,3D",,39,154
Pokemon Mystery Dungeon: Blue Rescue Team,DS,2006-09-18,62,8.1,ChunSoft,"Role-Playing,Console-style RPG,Console-style RPG,Roguelike",,34,162
Aedis Eclipse: Generation of Chaos,PSP,2007-04-24,62,6.2,"Neverland,IdeaFactory","Role-Playing,Strategy,Turn-Based,General,General,Fantasy",,20,10
Mario Party 8,Wii,2007-05-29,62,6.4,Hudson,"Miscellaneous,Party,Party,Party / Minigame",,41,262
Super Monkey Ball: Banana Blitz HD,PlayStation4,2019-10-29,62,5.4,Sega,"Miscellaneous,Party / Minigame",,16,24
The Lost Child,PlayStation4,2018-06-19,62,5.1,Kadokawa,"Role-Playing,Japanese-Style",,12,10
Master Reboot,PlayStation3,2014-03-04,62,6.0,WalesInteractiveLtd.,"Miscellaneous,Puzzle,General,Puzzle,General",,10,13
Angry Birds Trilogy,3DS,2012-09-25,62,5.0,ExientEntertainment,"Action,Miscellaneous,General,General,Compilation",,7,25
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Switch,2018-03-27,62,7.2,KoeiTecmoGames,"Role-Playing,Japanese-Style",,11,26
Batman: Arkham Origins Blackgate - Deluxe Edition,Xbox360,2014-04-01,62,7.5,ArmatureStudio,"Action Adventure,General,Fantasy",,9,25
LEGO Batman 2: DC Super Heroes,PlayStationVita,2012-06-19,62,6.7,TTGames,"Action Adventure,Modern,General,Modern",,9,54
Create,Wii,2010-11-16,62,,No info,No info,,0,0
Chantelise: A Tale of Two Sisters,PC,2011-07-29,62,6.8,EasyGameStation,"Role-Playing,Action RPG,Action RPG",,13,32
Romancing SaGa 2,XboxOne,2017-12-15,62,6.3,"SquareSoft,ArtePiazza","Role-Playing,Japanese-Style",,7,4
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PlayStation4,2017-04-25,62,4.8,TelltaleGames,"Adventure,Point-and-Click",,7,23
Spider-Man: Edge of Time,Wii,2011-10-04,62,6.6,Beenox,"Action,Adventure,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D",,9,9
Doc Clock: The Toasted Sandwich of Time,PC,2010-10-15,62,6.3,StickmenStudios,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",,7,15
Naruto: Path of the Ninja 2,DS,2008-10-15,62,7.1,TOSE,"Role-Playing,General,General,Japanese-Style",,18,8
Marathon: Durandal,Xbox360,2007-08-01,62,7.7,Freeverse,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,13,27
Sherlock Holmes vs. Jack the Ripper,Xbox360,2010-04-23,62,6.8,Frogwares,"Adventure,General,General",,24,19
Gravel,PC,2018-02-27,62,7.3,MilestoneS.r.l,"Racing,Arcade,Automobile",,9,11
Mable & The Wood,PC,2019-08-23,62,2.3,TriplevisionGames,"Action,Platformer,2D",,15,4
Mario Sports Superstars,3DS,2017-03-24,62,7.4,"Nintendo,CamelotSoftwarePlanning","Sports,General",,44,42
Orgarhythm,PlayStationVita,2012-10-23,62,6.8,Acquire,"Action,Miscellaneous,Rhythm,Music,Music",,21,11
The Incredibles,PlayStation2,2004-10-31,62,7.8,HeavyIronStudios,"Action Adventure,Modern",,36,31
Monster of the Deep: Final Fantasy XV,PlayStation4,2017-11-21,62,8.8,SquareEnix,"Sports,Individual,Nature,Fishing",,27,180
Assassin's Creed Liberation HD,Xbox360,2014-01-15,62,5.8,UbisoftSofia,"Action Adventure,Historic,Historic,Open-World",,26,113
Intruders: Hide and Seek,PlayStation4,2019-02-13,62,6.7,TesseraStudios,"Action Adventure,General",,16,21
Between Me and The Night,PC,2016-01-22,62,5.7,RainDanceLX,"Action Adventure,General",,9,9
Disintegration,PC,2020-06-15,62,5.9,V1Interactive,"Action,Shooter,First-Person,Arcade",,48,25
Disney/Pixar Ratatouille,Wii,2007-06-26,62,6.6,AsoboStudio,"Action,Platformer,Platformer,3D,3D",,16,15
Wanted: Weapons of Fate,PC,2009-03-23,62,7.1,GRIN,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",,24,65
Wavey The Rocket,PC,2020-05-07,62,,UpperRoomGamesLtd,"Action,General",,10,0
Little King's Story,PC,2016-08-05,62,7.9,"CingularmMode,Cing","Strategy,Real-Time,General",,17,8
Morningstar: Descent to Deadrock,PC,2015-02-17,62,5.9,RedHerringLabs,"Adventure,Point-and-Click",,9,18
Taz Wanted,Xbox,2002-09-18,62,,BlitzGames,"Action,Platformer,3D",,8,0
Street Hoops,PlayStation2,2002-08-12,62,7.7,BlackOpsEntertainment,"Sports,Traditional,Basketball,Arcade",,22,11
ESPN International Winter Sports 2002,PlayStation2,2002-01-28,62,,Konami,"Sports,Olympic Sports",,13,0
Tom Clancy's Rainbow Six: Covert Ops Essentials,PC,2000-09-28,62,5.6,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",,13,5
Dex,PC,2014-08-13,62,7.7,"DreadlocksLtd,Dreadlocks","Role-Playing,Action RPG",,16,92
PokePark Wii: Pikachu's Adventure,Wii,2010-11-02,62,7.4,CreaturesInc.,"Action Adventure,Adventure,General,Fantasy,General,Fantasy",,22,57
Sudoku Gridmaster,DS,2006-06-26,62,6.3,AI,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",,14,4
Manhunt 2,Wii,2007-10-29,62,7.2,RockstarToronto,"Action Adventure,Modern,General,Modern",,38,47
Cube Tactics,3DS,2014-03-13,62,,FunUnitInc,"Action,General",,8,0
Wings Over Europe: Cold War Gone Hot,PC,2006-05-24,62,7.9,ThirdWire,"Simulation,Flight,Modern Jet,Combat",,8,21
Metal Saga,PlayStation2,2006-04-25,62,7.6,Crea-Tech,"Role-Playing,Console-style RPG",,26,11
Planetary Annihilation,PC,2013-06-13,62,5.7,"UberEntertainment,PlanetaryAnnihilationInc","Sci-Fi,Sci-Fi,Strategy,Real-Time,Command",,18,411
Headhunter: Redemption,PlayStation2,2004-09-21,62,7.1,Amuze,"Action Adventure,Sci-Fi",,29,11
Conan Unconquered,PC,2019-05-29,62,4.7,Petroglyph,"General,Strategy,Real-Time,Command",,26,24
Gal*Gun 2,Switch,2018-04-24,62,7.0,IntiCreates,"Action,Shooter,Light Gun",,14,33
Sonic Forces,XboxOne,2017-11-07,62,7.1,"SegaSoft,SonicTeam","Action Adventure,General",,12,217
Ratchet & Clank: Size Matters,PlayStation2,2008-03-11,62,6.4,HighImpactGames,"Action,Shooter,Third-Person,Sci-Fi",,35,72
24: The Game,PlayStation2,2006-02-28,62,8.1,SCEStudioCambridge,"Action Adventure,Modern",,53,47
Rumble Roses XX,Xbox360,2006-03-28,62,6.4,Konami,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",,54,34
The Old City: Leviathan,PC,2014-12-03,62,5.6,PostModSoftworks,"First-Person,Adventure,Fantasy",,16,32
DreamWorks Madagascar: Escape 2 Africa,Wii,2008-11-04,62,5.5,ToysforBob,"Action,General,General",,12,4
Bionic Commando Rearmed 2,Xbox360,2011-02-02,62,5.9,FatsharkAB,"Action,Platformer,Platformer,2D,3D,2D,3D",,42,16
Senran Kagura: Peach Ball,Switch,2019-07-09,62,7.4,HoneyParadeGames,"Action,Pinball",,25,20
Dynasty Warriors 5 Empires,PlayStation2,2006-03-28,62,8.1,OmegaForce,"Action,Beat-'Em-Up",,23,29
Namco Museum Archives Vol. 1,PlayStation4,2020-06-18,62,,B.B.Studio,"Miscellaneous,Compilation",,8,0
Outward,PlayStation4,2019-03-26,62,7.0,NineDotsStudio,"Role-Playing,Action Adventure,General,Survival,Open-World",,17,86
Neverout,Switch,2018-07-10,62,,Gamedust,"Puzzle,General",,9,0
Spellspire,PlayStation4,2017-05-23,62,,10tons,"Role-Playing,General",,8,0
Toby: The Secret Mine,XboxOne,2017-01-20,62,5.0,HeadupGames,"Action,Platformer,2D",,15,9
Small Radios Big Televisions,PlayStation4,2016-11-08,62,,"OwenDeery,FireFace","Adventure,3D,First-Person",,15,0
Baseball Riot,XboxOne,2015-12-09,62,,"10tonsLtd,10tons","Puzzle,Action,General",,9,0
Legend of Kay Anniversary,PlayStation4,2015-07-28,62,5.9,"NeonStudios,Kaiko","Action Adventure,General,Linear",,22,16
Batman: Arkham Knight - A Matter of Family,XboxOne,2015-07-14,62,5.9,WBGamesMontreal,"Action Adventure,Open-World",,7,34
Jett Rocket II: The Wrath of Taikai,3DS,2013-11-13,62,6.6,Shin'en,"Action,Platformer,Platformer,3D,3D",,14,7
NASCAR 2011: The Game,PlayStation3,2011-03-29,62,4.6,Eutechnyx,"Driving,Racing,Simulation,Stock Car,GT / Street,Stock Car,Automobile",,16,16
Tornado Outbreak,Xbox360,2009-09-29,62,8.0,LooseCannonStudios,"Action,General,General",,12,6
Bee Movie Game,Wii,2007-11-05,62,8.6,SmartBombInteractive,"Action,General,General",,16,12
Spider-Man 3,PC,2007-05-04,62,7.0,Beenox,"Action,Action Adventure,Platformer,General,Platformer,3D,3D",,16,58
Commandos Strike Force,PC,2006-04-04,62,7.1,PyroStudios,"Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic",,20,68
Hardwood Spades,Xbox360,2005-12-08,62,5.4,SilverCreekEntertainment,"Miscellaneous,Board Games,Board Games,Board / Card Game",,8,5
Viewtiful Joe: Red Hot Rumble,GameCube,2005-11-08,62,6.9,CloverStudio,"Action,Beat-'Em-Up",,27,10
Atomic Betty,GameBoyAdvance,2005-10-25,62,7.9,"BigBlueBubbleInc.,BreakthroughNewMedia","Action,Platformer,2D",,10,7
Namco Museum 50th Anniversary,Xbox,2005-08-30,62,,BackboneVancouver,"Miscellaneous,Compilation",,23,0
Northland,PC,2004-03-24,62,7.7,"FunaticsDevelopmentGmbH,FunaticsSoftware,Funatics","Strategy,Real-Time,Fantasy,General,Fantasy",,11,12
Cold Zero: No Mercy,PC,2003-08-22,62,8.6,JoWooDEntertainmentAG,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",,12,17
Alter Echo,Xbox,2003-08-19,62,,OutrageGames,"Action,Shooter,Third-Person,Fantasy",,24,0
