name,platform,r-date,score,user score,developer,genre,players,critics,users
Wreckfest,PlayStation4,2019-08-27,82,7.0,Bugbear,"Racing,General,Arcade,Automobile",,23,137
Dark Souls III: The Ringed City,PC,2017-03-28,82,8.3,FromSoftware,"Role-Playing,Action RPG",,22,233
Dawn of Discovery,PC,2009-06-17,82,8.8,"BlueByte,RelatedDesigns","Strategy,Real-Time,Historic,General,Historic",,32,150
Pinball FX3,Switch,2017-12-12,82,7.8,ZenStudios,"Action,Pinball",,18,50
Hitman 2,PC,2018-11-13,82,7.4,IoInteractive,"Action Adventure,General",2.0,22,309
Hot Shots Golf: Open Tee 2,PSP,2008-06-03,82,8.1,ClapHanz,"Sports,Traditional,Individual,Golf,Arcade,Arcade",,42,14
Streets of Rage 4,XboxOne,2020-04-30,82,7.8,"BlitWorks,Lizardcube","Action,Beat-'Em-Up,2D",2.0,9,143
Outer Wilds,PlayStation4,2019-10-15,82,7.5,"MobiusDigital,LLC","Action Adventure,Open-World",,8,128
SingStar (2008),PlayStation3,2008-05-20,82,6.1,SCEELondonStudio,"Action,Miscellaneous,Rhythm,Music,Music",,48,16
The Sexy Brutale,XboxOne,2017-04-11,82,7.1,"AbstractionGames,TequilaWorks,CavalierGameStudios","Adventure,General",,13,13
FIFA 07 Soccer,PlayStation2,2006-10-03,82,7.8,TeamFusion,"Sports,Traditional,Soccer,Sim",,25,69
Child of Light,XboxOne,2014-04-30,82,7.7,UbisoftMontreal,"Action,General,General,Role-Playing,General",,32,272
L.A. Noire: The VR Case Files,PC,2017-12-15,82,6.5,RockstarGames,"Adventure,3D,First-Person",,26,25
CrossCode,Switch,2020-07-09,82,8.3,RadicalFishGames,"Role-Playing,Action RPG",,18,34
City of Villains,PC,2005-10-31,82,7.6,ParagonStudios,"Role-Playing,Massively Multiplayer Online,Modern,Modern",,40,41
Cave Story 3D,3DS,2011-11-08,82,8.1,Nicalis,"Action,Platformer,Platformer,2D,2D",,29,70
The Banner Saga 2,PC,2016-04-19,82,8.3,Stoic,"Role-Playing,General,Strategy,Turn-Based,Tactics",,60,180
The Wolf Among Us: Episode 2 - Smoke and Mirrors,PlayStation3,2014-02-04,82,8.2,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",,9,85
LEGO Marvel Super Heroes,WiiU,2013-10-22,82,8.0,TTGames,"Action Adventure,Fantasy,General,Fantasy,Open-World",,8,79
Kentucky Route Zero - Act II,PC,2013-05-31,82,7.5,CardboardComputer,"Adventure,General,General",,7,51
Minecraft: Xbox 360 Edition,Xbox360,2012-05-09,82,7.3,"4JStudios,MojangAB","Fantasy,Action Adventure,Adventure,3D,Sandbox,First-Person,Fantasy",,63,541
MLB 07: The Show,PSP,2007-02-27,82,8.0,SCEASanDiegoStudios,"Sports,Traditional,Team,Baseball,Sim,Sim",,12,9
Dead Space: Extraction,Wii,2009-09-29,82,7.9,"EurocomEntertainmentSoftware,VisceralGames,Eurocom","Action,Action Adventure,Horror,Horror,Shooter,Light Gun",,76,97
NBA 2K10,Xbox360,2009-10-06,82,7.5,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",,46,35
Project CARS 2,PlayStation4,2017-09-22,82,6.1,"BandaiNamcoGames,SlightlyMadStudios","Racing,Simulation,Automobile",,44,189
NBA Ballers,Xbox,2004-04-05,82,7.3,Midway,"Sports,Traditional,Basketball,Arcade",,35,10
Shadow of the Tomb Raider,XboxOne,2018-09-12,82,7.3,EidosMontreal,"Action Adventure,General",2.0,56,494
Football Manager 2018,PC,2017-11-10,82,5.9,SportsInteractive,"Sports,Team,Football,Sim",,33,94
Resident Evil: Revelations,3DS,2012-02-07,82,8.5,Capcom,"Action Adventure,Horror,Horror,Survival",2.0,78,500
Tom Clancy's Splinter Cell: Blacklist,PC,2013-08-20,82,7.5,UbisoftToronto,"Action Adventure,Modern,General,Modern",,13,901
You Don't Know Jack,Xbox360,2011-02-08,82,7.9,"Jellyvision,IronGalaxyStudios","Miscellaneous,Trivia / Game Show,Trivia / Game Show",,23,29
SUPERHOT,PC,2016-02-25,82,7.5,SUPERHOT,"Modern,Action,Shooter,First-Person,Tactical",,93,560
LEGO Marvel Super Heroes,PlayStation3,2013-10-22,82,7.8,TTGames,"Action Adventure,Fantasy,General,Fantasy,Open-World",,22,90
Pokemon Ruby Version,GameBoyAdvance,2003-03-18,82,8.6,GameFreak,"Role-Playing,Console-style RPG",,30,292
MVP Baseball 2003,Xbox,2003-03-10,82,7.7,EASports,"Sports,Traditional,Baseball,Sim",,18,11
NHL Hitz 20-03,GameCube,2002-09-16,82,8.4,Midway,"Sports,Traditional,Ice Hockey,Arcade",,12,7
Gitaroo Man,PlayStation2,2002-02-19,82,8.7,Koei/Inis,"Miscellaneous,Rhythm,Music",,21,26
Theme Park Roller Coaster,PlayStation2,2000-12-04,82,8.2,BullfrogProductions,"Strategy,Tycoon",,11,18
Dave Mirra Freestyle BMX,PlayStation,2000-09-26,82,7.1,"Z-Axis,Ltd.","Sports,Alternative,Biking",,14,10
Karaoke Revolution Volume 3,PlayStation2,2004-11-09,82,7.8,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",,25,10
Dawn of Discovery,DS,2009-06-17,82,7.3,KeenGames,"Simulation,Strategy,Real-Time,General,General,Historic",,11,8
Professor Layton and the Miracle Mask,3DS,2012-10-28,82,8.1,Level5,"Puzzle,Miscellaneous,Puzzle,General,Puzzle,General",,54,150
Super Mario 3D All-Stars,Switch,2020-09-18,82,6.3,Nintendo,"Miscellaneous,Compilation",,97,524
Yakuza 5 Remastered,PlayStation4,2020-02-11,82,7.8,RyugaGotokuStudios,"Action Adventure,Open-World",,7,58
The Pinball Arcade,PlayStation4,2013-12-17,82,6.8,FarsightStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",,16,84
Monster Hunter 3 Ultimate,WiiU,2013-03-19,82,8.2,Capcom,"Role-Playing,Action Adventure,Fantasy,Action RPG",,55,326
Saints Row: The Third,PlayStation3,2011-11-15,82,7.8,VolitionInc.,"Action Adventure,Modern,Modern,Open-World",2.0,50,434
Borderlands: The Handsome Collection,PlayStation4,2015-03-24,82,7.8,"GearboxSoftware,IronGalaxyStudios","Miscellaneous,Compilation",,49,554
Tom Clancy's The Division 2,PlayStation4,2019-03-12,82,6.2,MassiveEntertainment,"First-Person,Action,Shooter,Third-Person,Tactical",,56,1461
Forza Horizon 2: Storm Island,XboxOne,2014-12-16,82,7.5,PlaygroundGames,"Driving,GT / Street,Racing,Simulation,Automobile",,19,94
Super Stardust Delta,PlayStationVita,2012-02-14,82,8.0,Housemarque,"General,Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",,42,117
Tiger Woods PGA Tour 09,PlayStation3,2008-08-26,82,7.1,EATiburon,"Sports,Traditional,Individual,Golf,Sim,Sim",,34,11
Act of War: Direct Action,PC,2005-03-15,82,7.8,EugenSystems,"Strategy,Real-Time,Military,General,Military",,43,51
Madden NFL 18,PlayStation4,2017-08-22,82,3.5,ElectronicArts,"Sports,Team,Football,Sim",,40,151
South Park: The Stick of Truth,Xbox360,2014-03-04,82,8.4,ObsidianEntertainment,"General,Role-Playing,General",,33,397
Geometry Wars 3: Dimensions,XboxOne,2014-11-26,82,7.7,LucidGames,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",,27,40
SUPERHOT: MIND CONTROL DELETE,XboxOne,2020-07-16,82,5.4,SUPERHOT,"Action,Shooter,First-Person,Tactical",,12,10
Flat Heroes,Switch,2018-08-02,82,8.3,ParallelCircles,"Action,Platformer,2D",,13,14
Stealth Inc 2: A Game of Clones,WiiU,2014-10-30,82,7.9,CurveDigital,"Action,Platformer,2D",,21,49
Horizon Chase Turbo,Switch,2018-11-28,82,8.2,AquirisGameStudio,"Racing,Arcade,Automobile",,16,55
RiME,XboxOne,2017-05-26,82,7.4,TequilaWorks,"Action,Adventure,General,3D,Third-Person",,18,81
Tekken 7,PC,2017-06-01,82,6.8,BandaiNamcoGames,"Action,Fighting,3D",,19,312
Runbow,WiiU,2015-08-27,82,7.8,13AMGames,"Action,General,Platformer,2D",,34,66
Madden NFL 17,PlayStation4,2016-08-23,82,4.2,EASports,"Sports,Team,Football,Sim",2.0,35,154
Mortal Kombat 11,PC,2019-04-23,82,3.0,NetherRealmStudios,"Action,Fighting,2D",,12,625
Sokobond,PC,2013-08-27,82,7.5,AlanHazelden&HarryLee,"Miscellaneous,Puzzle,Action,Puzzle,Action",,7,6
Quell Memento,PlayStationVita,2013-06-04,82,7.6,FallenTreeGames,"Miscellaneous,Puzzle,Puzzle,Logic,Logic",,7,14
MotoHeroz,Wii,2011-09-15,82,7.5,RedLynx,"Driving,Racing,Arcade,Arcade,Automobile",,16,12
Mario vs. Donkey Kong: Minis March Again!,DS,2009-06-08,82,8.0,Nintendo,"Action,Platformer,Platformer,2D,2D",,12,26
Zone of the Enders: The 2nd Runner,PlayStation2,2003-03-10,82,8.7,KCEJ,"Simulation,Sci-Fi,Mech",,33,91
F1 2016,PlayStation4,2016-08-19,82,7.9,Codemasters,"Racing,Simulation,Automobile",,49,126
Viva Pinata: Trouble in Paradise,Xbox360,2008-09-02,82,8.1,RareLtd.,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,64,69
Sam & Max Episode 105: Reality 2.0,PC,2007-03-29,82,7.7,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",,23,20
Destiny 2: Forsaken,PlayStation4,2018-09-04,82,6.4,"BungieSoftware,Bungie","Action,Shooter,First-Person,Arcade",,41,290
2010 FIFA World Cup South Africa,PlayStation3,2010-04-27,82,7.8,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",,56,65
Crown Trick,PC,2020-10-16,82,7.9,NExTStudios,"Role-Playing,Roguelike",,9,10
Ruiner,Switch,2020-06-18,82,8.2,ReikonGames,"Action,General",,8,9
Blazing Chrome,XboxOne,2019-07-11,82,7.8,"JoyMasher,SeavenStudio","Action,Platformer,2D",2.0,8,22
Operencia: The Stolen Sun,XboxOne,2019-03-29,82,7.1,ZenStudios,"Role-Playing,Action RPG",,15,31
NHL 19,XboxOne,2018-09-11,82,6.0,EASports,"Sports,Team,Ice Hockey,Sim",,20,55
Lovers in a Dangerous Spacetime,XboxOne,2015-09-09,82,7.2,AsteroidBase,"Platformer,2D,Action,Shooter,Shoot-'Em-Up,Horizontal",,27,34
Bejeweled 3,PC,2010-12-07,82,7.8,PopCap,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",,27,108
Dangerous Waters,PC,2005-02-22,82,8.6,Sonalysts,"Simulation,Submarine,Marine,Combat",,24,30
Shift 2: Unleashed,Xbox360,2011-03-29,82,6.5,SlightlyMadStudios,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",,70,106
Yooka-Laylee and the Impossible Lair,PlayStation4,2019-10-08,82,7.1,PlaytonicGames,"Action,Platformer,2D",,36,95
LEGO The Lord of the Rings,PlayStation3,2012-11-13,82,8.3,TTGames,"Miscellaneous,Action Adventure,Adventure,General,General,Compilation,Linear",,16,105
Iron Brigade,Xbox360,2011-06-22,82,8.0,DoubleFineProductions,"Action,Strategy,General,Real-Time,General,Defense",,43,72
Tomb Raider: Legend,PC,2006-04-11,82,7.9,NixxesSoftware,"Action Adventure,Modern,Modern,Linear",,31,309
Peter Jackson's King Kong: The Official Game of the Movie,PlayStation2,2005-11-21,82,8.4,UbisoftMontpellier,"Action Adventure,Modern",,41,99
Asheron's Call 2: Fallen Kings,PC,2002-11-20,82,7.2,TurbineInc.,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",,22,10
Super Monkey Ball Jr.,GameBoyAdvance,2002-11-19,82,7.6,RealismLtd,"Miscellaneous,Puzzle,General",,20,16
WWE SmackDown! Shut Your Mouth,PlayStation2,2002-10-31,82,8.6,Yuke's,"Action,Fighting,Wrestling",,27,77
Tom Clancy's The Division 2,XboxOne,2019-03-12,82,5.8,MassiveEntertainment,"First-Person,Action,Shooter,Third-Person,Tactical",,30,404
Yakuza Kiwami 2,PC,2019-05-09,82,8.4,RyugaGotokuStudios,"Action Adventure,Open-World",,20,86
Unreal Tournament III,Xbox360,2008-07-07,82,7.5,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,47,100
Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,Switch,2018-06-26,82,8.2,UbisoftMilan,"Strategy,Turn-Based,Tactics",,31,75
N++,PlayStation4,2015-07-28,82,6.6,MetanetSoftwareInc.,"Platformer,2D,Action,Platformer,2D",,47,69
Gemini Rue,PC,2011-02-24,82,8.3,"WadjetEyeGames,JoshuaNuernberger","Adventure,General,Third-Person,General,Point-and-Click,Sci-Fi",,24,209
Valkyria Chronicles 4,Switch,2018-09-25,82,8.6,Sega,"Strategy,Turn-Based,Tactics",,25,136
Sonic CD,Xbox360,2011-12-14,82,7.6,Sega,"Action,Platformer,Platformer,2D,2D",,20,68
Borderlands 3,XboxOne,2019-09-13,82,5.3,GearboxSoftware,"Action,Shooter,First-Person,Arcade",,25,436
Pro Evolution Soccer 2015,PlayStation4,2014-11-11,82,7.1,Konami,"Action,General,Sports,Traditional,Team,Soccer,Sim",,56,404
Dyad,PlayStation3,2012-07-17,82,5.9,RightSquareBracketLeftSquareBracketGames,"Driving,Racing,Arcade,Futuristic,Futuristic",,33,54
Antichamber,PC,2013-01-31,82,8.3,Demruth,"Miscellaneous,Puzzle,General,Puzzle,General",,50,597
Sonic & All-Stars Racing Transformed,PlayStation3,2012-11-18,82,8.3,SumoDigital,"Driving,Racing,Arcade,Kart,Other,Kart,Automobile",,24,124
NBA 2K9,PlayStation3,2008-10-07,82,7.1,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",,30,38
Neverwinter Nights 2,PC,2006-10-31,82,6.6,ObsidianEntertainment,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,46,634
Mega Man Powered Up,PSP,2006-03-14,82,8.7,Capcom,"Action,Platformer,Platformer,2D,2D",,28,81
Desperados III,PlayStation4,2020-06-16,82,7.6,MimimiProductions,"Strategy,Real-Time,Tactics",,24,152
Darkstalkers Resurrection,Xbox360,2013-03-13,82,6.6,IronGalaxyStudios,"Action,Miscellaneous,Fighting,Compilation,2D",,20,18
Astro's Playroom,PlayStation5,2020-11-12,82,,"JapanStudio,TeamAsobi","Action,Platformer,3D",,47,0
Dark Souls III: The Ringed City,PlayStation4,2017-03-28,82,8.3,FromSoftware,"Role-Playing,Action RPG",,28,229
Dragon Age: Origins - Awakening,PC,2010-03-16,82,7.9,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,38,501
Peter Jackson's King Kong: The Official Game of the Movie,Xbox,2005-11-21,82,7.9,UbisoftMontpellier,"Action Adventure,Modern",,43,14
Danganronpa: Trigger Happy Havoc,PC,2016-02-18,82,8.5,SpikeChunsoft,"Adventure,Visual Novel",,10,195
Hearthstone: Heroes of Warcraft - Blackrock Mountain,PC,2015-04-02,82,6.0,BlizzardEntertainment,"Strategy,Turn-Based,Card Battle",,9,65
Madden NFL 07,GameCube,2006-08-22,82,7.8,EATiburon,"Sports,Traditional,Football,Sim",,14,6
Rome: Total War Barbarian Invasion,PC,2005-09-27,82,8.5,CreativeAssembly,"Strategy,Real-Time,Historic,General",,22,110
The Pinball Arcade,Xbox360,2012-04-04,82,6.8,FarsightStudios,"Action,Miscellaneous,Parlor,Pinball,Pinball",,12,14
Ys Origin,Switch,2020-10-01,82,8.0,Falcom,"Role-Playing,Action RPG",,23,13
Gradius V,PlayStation2,2004-09-14,82,8.8,Treasure,"Action,Shooter,Scrolling",,46,24
Marvel: Ultimate Alliance,Xbox360,2006-10-24,82,7.6,RavenSoftware,"Role-Playing,Action RPG,Action RPG",,68,137
Top Spin 4,PlayStation3,2011-03-15,82,8.2,2KCzech,"Sports,Traditional,Individual,Tennis,Tennis",,37,63
Sega Ages: Virtua Racing,Switch,2019-06-27,82,8.2,"SegaAM2,M2","Racing,Arcade,Automobile",,7,14
NCAA Football 12,Xbox360,2011-07-12,82,6.6,EASports,"Sports,Traditional,Team,Football,Sim,Sim",,25,54
Guitar Hero III: Legends of Rock,PlayStation2,2007-10-28,82,8.5,"NeversoftEntertainment,BudCat","Miscellaneous,Rhythm,Music",,24,76
The Darkness,Xbox360,2007-06-25,82,8.1,Starbreeze,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",,63,229
I Expect You To Die,PlayStation4,2016-12-13,82,7.6,SchellGames,"Adventure,3D,First-Person",,17,55
Etrian Odyssey 2 Untold: The Fafnir Knight,3DS,2015-08-04,82,8.0,Atlus,"Role-Playing,Japanese-Style,Western-Style",,41,66
Disgaea DS,DS,2008-09-23,82,7.9,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",,32,39
Lunar Knights,DS,2007-02-06,82,7.8,KojimaProductions,"Role-Playing,Action RPG,Action RPG",,39,25
Blasphemous,XboxOne,2019-09-10,82,8.0,TheGameKitchen,"Action Adventure,Open-World",,14,76
Hacknet,PC,2015-08-12,82,7.6,Orann,"General,Miscellaneous,General",,7,62
The Walking Dead: Season Two Episode 3 - In Harm's Way,Xbox360,2014-05-14,82,8.7,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",,12,57
Test Drive Unlimited,Xbox360,2006-09-05,82,8.0,EdenStudios,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",,69,97
Tales of Monkey Island Chapter 3: Lair of the Leviathan,PC,2009-09-29,82,7.7,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",,33,35
The Walking Dead: A Telltale Games Series - The Complete First Season,PlayStationVita,2013-08-20,82,8.6,TelltaleGames,"Miscellaneous,Adventure,Compilation,Compilation,Point-and-Click",,7,155
Blur,Xbox360,2010-05-25,82,8.2,BizarreCreations,"Driving,Racing,Arcade,Arcade,Automobile",,78,189
FIFA 15,XboxOne,2014-09-23,82,5.4,EASports,"Sports,Traditional,Team,Soccer,Sim",,33,364
Neverwinter Nights 2: Mask of The Betrayer,PC,2007-10-09,82,8.5,ObsidianEntertainment,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,25,213
Need for Speed Most Wanted,PlayStation2,2005-11-15,82,8.9,EACanada,"Driving,Racing,GT / Street",,36,219
Sins of a Solar Empire: Rebellion,PC,2012-06-12,82,7.8,IroncladGames,"Strategy,General,General",,24,280
Broken Sword: The Sleeping Dragon,PC,2003-11-17,82,7.3,RevolutionSoftware,"Adventure,3D,Modern,Third-Person,Modern",,32,116
Age of Wonders: Shadow Magic,PC,2003-07-25,82,8.5,TriumphStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",,22,98
ATV Offroad Fury 2,PlayStation2,2002-11-09,82,8.7,RainbowStudios,"Driving,Racing,Rally / Offroad",,26,36
Mega Man Zero,GameBoyAdvance,2002-09-09,82,8.8,Inti,"Action,Platformer,2D",,17,98
SOCOM: U.S. Navy SEALs,PlayStation2,2002-08-27,82,8.0,ZipperInteractive,"Action,Shooter,Third-Person,Tactical,Modern",,42,89
Tom Clancy's Ghost Recon: Desert Siege,PC,2002-03-27,82,6.7,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",,14,19
Warlords Battlecry II,PC,2002-03-11,82,7.8,StrategicStudiesGroup,"Strategy,Real-Time,Fantasy,General,Fantasy",,21,34
Ring of Red,PlayStation2,2001-03-12,82,8.1,Konami,"Strategy,Real-Time,Sci-Fi",,15,13
Sairento VR,PlayStation4,2019-07-10,82,6.5,MixedRealmsPteLtd,"Action,Shooter,Light Gun",2.0,17,24
Football Manager Live,PC,2009-01-23,82,3.0,SportsInteractive,"Sports,Traditional,Team,Soccer,Management,Management",,23,46
Prey: Mooncrash,XboxOne,2018-06-10,82,6.7,ArkaneStudios,"Action,Shooter,First-Person,Arcade",,11,16
The Walking Dead: Season Two Episode 2 - A House Divided,PlayStation3,2014-03-04,82,8.4,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",,8,86
Marvel: Ultimate Alliance,PC,2006-10-24,82,7.8,RavenSoftware,"Role-Playing,Action RPG,Action RPG",,22,77
Metro Exodus,PC,2019-02-15,82,7.1,4AGames,"Action,Shooter,First-Person,Arcade",,53,3918
Metro Exodus,PC,2019-02-15,82,7.1,4AGames,"Action,Shooter,First-Person,Arcade",,53,3918
Darksiders,PlayStation3,2010-01-05,82,7.9,VigilGames,"Action Adventure,Modern,Modern,Open-World",,73,374
The Talos Principle: Road To Gehenna,PC,2015-07-23,82,7.8,Croteam,"Adventure,3D,First-Person",,17,56
Lara Croft and the Guardian of Light,PC,2010-09-28,82,8.0,"CrystalDynamics,NixxesSoftware","Action Adventure,Adventure,General,General",,13,185
Stellaris: Utopia,PC,2017-04-06,82,7.9,ParadoxDevelopmentStudio,"Strategy,Real-Time,General",,10,34
Tales From The Borderlands: Episode 1 - Zer0 Sum,XboxOne,2014-11-26,82,8.2,TelltaleGames,"Miscellaneous,General,Adventure,General",,8,62
Aquaria,PC,2007-12-07,82,8.1,BitBlot,"Action Adventure,Fantasy,General,Fantasy",,7,117
Need for Speed: Underground,PC,2003-11-17,82,8.3,BlackBox,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",,24,500
Bloodstained: Curse of the Moon 2,Switch,2020-07-10,82,8.4,IntiCreates,"Action Adventure,Open-World",,22,31
Super Puzzle Fighter II Turbo HD Remix,PlayStation3,2007-08-30,82,7.4,BackboneEntertainment,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",,7,14
TrackMania Sunrise,PC,2005-05-06,82,7.7,Nadeo,"Driving,Racing,Arcade,Arcade,Automobile",,31,48
King's Quest Chapter 1: A Knight to Remember,PC,2015-07-28,82,7.3,TheOddGentlemen,"Adventure,General",,23,99
Ape Escape 2,PlayStation2,2003-06-30,82,8.3,SCEJapanStudio,"Action,Platformer,3D",,31,42
Viva Pinata: Pocket Paradise,DS,2008-09-08,82,7.5,RareLtd.,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,34,19
Huntdown,PlayStation4,2020-05-12,82,7.2,"CoffeeStainStudios,EasyTriggerGames","Action,General",2.0,16,50
Skullgirls,PlayStation3,2012-04-10,82,7.1,RevergeLabs,"Action,Fighting,Fighting,2D,2D",,25,88
PixelJunk Shooter 2,PlayStation3,2011-03-01,82,7.7,Q-Games,"Action,General,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",,41,30
Tekken Tag Tournament 2,PlayStation3,2012-09-11,82,8.3,NamcoBandaiGames,"Action,Fighting,Fighting,3D,3D",,50,252
Shantae and the Pirate's Curse,3DS,2014-10-23,82,8.6,WayForward,"Platformer,2D,Action,Platformer,2D",,18,125
The Elder Scrolls V: Skyrim - Dragonborn,Xbox360,2012-12-04,82,8.2,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",,38,188
Disc Room,PC,2020-10-22,82,7.7,"Terri,Dose,Kitty,andJW","Action,General",,25,10
Galak-Z: The Dimensional,PlayStation4,2015-08-04,82,7.1,17-Bit,"General,Shooter,Scrolling,Scrolling,Action,Shooter,Shoot-'Em-Up,Vertical",,42,138
Sportsfriends,PlayStation4,2014-05-06,82,6.3,DieGuteFabrik,"Sports,Miscellaneous,General,Party,Party / Minigame",,21,86
Dragon Age II,PC,2011-03-08,82,4.6,BioWare,"Role-Playing,PC-style RPG,Action RPG",,45,4857
Dragon Age II,PlayStation3,2011-03-08,82,4.4,BioWare,"Role-Playing,PC-style RPG,Action RPG",,52,1225
Under Night In-Birth Exe:Late[cl-r],Switch,2020-02-20,82,7.8,French-Bread,"Action,Fighting,2D",,9,30
AVICII Invector,XboxOne,2019-12-10,82,7.7,WiredProductions,"Action,Rhythm,Music",,12,12
eFootball PES 2020,XboxOne,2019-09-10,82,7.2,Konami,"Sports,Team,Soccer,Sim",,9,118
Terraria,Switch,2019-06-27,82,8.6,"PipeworksSoftware,Inc.,Re-Logic","Action Adventure,Sandbox",,12,63
SNK 40th Anniversary Collection,XboxOne,2019-05-03,82,,"DigitalEclipse,SNK","Miscellaneous,Compilation",,9,0
Swords & Soldiers II: Shawarmageddon,Switch,2019-03-01,82,8.0,RonimoGames,"Strategy,General",,8,11
Hitman 2,PlayStation4,2018-11-09,82,8.3,IoInteractive,"Action Adventure,General",2.0,70,661
The Banner Saga 3,PC,2018-07-26,82,7.8,Stoic,"Strategy,Turn-Based,Tactics",,51,107
Hand of Fate 2,XboxOne,2017-12-01,82,7.9,DefiantDevelopment,"Miscellaneous,Board / Card Game",,7,15
Pyre,PC,2017-07-25,82,7.9,SupergiantGames,"Role-Playing,General",,27,179
10 Second Ninja X,XboxOne,2016-07-19,82,4.5,GameDesignDan,"Action,Platformer,2D",,10,8
Endless Legend,PC,2014-04-24,82,8.0,AmplitudeStudios,"Strategy,Turn-Based,General,4X",,37,532
Virtua Fighter 5 Final Showdown,PlayStation3,2012-06-05,82,6.2,SegaAM2,"Action,Fighting,Fighting,3D,3D",,21,92
Skylanders: Spyro's Adventure,3DS,2011-10-16,82,5.1,VicariousVisions,"Action,Platformer,Platformer,3D,3D",,8,72
Trauma Team,Wii,2010-05-18,82,8.2,Atlus,"Action,Simulation,Miscellaneous,General,Puzzle,General,Virtual,General,Career",,29,30
Henry Hatsworth in the Puzzling Adventure,DS,2009-03-17,82,8.0,EATiburon,"Action,Platformer,Platformer,2D,2D",,46,38
Call of Duty 3,PlayStation2,2006-11-07,82,7.4,Treyarch,"Action,Shooter,First-Person,Historic",,14,113
DOOM,Xbox360,2006-09-27,82,8.5,NerveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,26,156
SOCOM 3: U.S. Navy SEALs,PlayStation2,2005-10-11,82,8.8,ZipperInteractive,"Action,Shooter,Third-Person,Tactical,Modern",,59,70
X-Men Legends II: Rise of Apocalypse,GameCube,2005-09-20,82,6.2,RavenSoftware,"Role-Playing,Action RPG",,34,27
Dance Dance Revolution Ultramix,Xbox,2003-11-20,82,8.0,KonamiComputerEntertainmentHawaii,"Miscellaneous,Rhythm,Dancing",,24,11
Gladius,GameCube,2003-11-03,82,7.9,LucasArts,"Strategy,Turn-Based,Fantasy",,19,14
NCAA College Basketball 2K3,GameCube,2002-12-02,82,,KushGames,"Sports,Traditional,Basketball,Sim",,11,0
Tom Clancy's Ghost Recon: Island Thunder,PC,2002-09-25,82,6.7,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",,16,17
FIFA Soccer 2002,PlayStation2,2001-11-01,82,6.1,EASports,"Sports,Traditional,Soccer,Sim",,17,28
Extreme-G,Nintendo64,1997-09-30,82,8.5,ProbeEntertainmentLimited,"Driving,Racing,Futuristic",,11,24
Death Stranding,PlayStation4,2019-11-08,82,7.3,KojimaProductions,"Action,General",,111,16949
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007-03-20,82,8.5,GSCGameWorld,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",,44,1557
Mega Man 9,Xbox360,2008-10-01,82,8.9,IntiCreates,"Action,Platformer,Platformer,2D,2D",,32,96
Far Cry 5,XboxOne,2018-03-27,82,6.8,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",,32,426
Okamiden,DS,2011-03-10,82,8.2,Capcom,"Action Adventure,Fantasy,General,Fantasy",,48,69
Space Invaders Extreme 2,DS,2009-10-19,82,7.4,TaitoCorporation,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",,38,9
The Evil Within 2,XboxOne,2017-10-13,82,9.1,TangoGameworks,"Action Adventure,Survival",,24,655
