,score,score,score,score,user score,user score,players,players,players
,mean,median,count,std,mean,median,sum,mean,max
genre,,,,,,,,,
"Sports,Traditional,Golf,Arcade",73.28571428571429,72.0,14,9.293741247400119,7.754545454545454,7.9,0.0,,
"Sports,Traditional,Golf,Sim",78.25925925925925,81.0,27,10.260426564054407,7.1450000000000005,7.15,0.0,,
"Sports,Traditional,Ice Hockey,Arcade",80.22222222222223,81.0,9,1.4813657362192654,8.055555555555555,7.9,0.0,,
"Sports,Traditional,Ice Hockey,Sim",78.4054054054054,79.0,37,10.76893541488525,7.283870967741936,7.5,0.0,,
"Sports,Traditional,Ice Hockey,Sim,Sim",61.0,61.0,1,,7.4,7.4,0.0,,
"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",67.27777777777777,65.0,18,17.582764139100593,6.65,6.699999999999999,6.0,2.0,2.0
"Sports,Traditional,Individual,Golf,Arcade,Arcade",67.0625,69.5,16,14.247660626690037,7.335714285714286,7.85,2.0,2.0,2.0
"Sports,Traditional,Individual,Golf,Arcade,Arcade,Sim",66.0,66.0,1,,7.7,7.7,0.0,,
"Sports,Traditional,Individual,Golf,Sim,Sim",77.02127659574468,79.0,47,8.255404979669578,6.735897435897436,7.0,4.0,2.0,2.0
"Sports,Traditional,Individual,Tennis,Other,Tennis",74.5,74.5,2,9.192388155425117,6.6,6.6,0.0,,
"Sports,Traditional,Individual,Tennis,Tennis",70.32432432432432,70.0,37,8.131058609683874,7.096875,7.25,2.0,2.0,2.0
"Sports,Traditional,Soccer,Arcade",64.72,67.0,25,12.817696100833928,7.521739130434782,7.7,0.0,,
"Sports,Traditional,Soccer,Management",69.5,69.5,2,3.5355339059327378,7.4,7.4,0.0,,
"Sports,Traditional,Soccer,Sim",80.47727272727273,81.0,44,7.343684634903199,7.390697674418605,7.7,0.0,,
"Sports,Traditional,Soccer,Sim,Sim",56.0,56.0,1,,2.8,2.8,0.0,,
"Sports,Traditional,Team,Baseball,Arcade,Arcade",73.3076923076923,73.0,13,6.612924408366487,7.554545454545454,7.8,4.0,2.0,2.0
"Sports,Traditional,Team,Baseball,Management,Management,Sim",61.75,61.0,4,16.02862023589887,6.325,6.7,0.0,,
"Sports,Traditional,Team,Baseball,Management,Sim",73.5,73.5,2,0.7071067811865476,6.5,6.5,0.0,,
"Sports,Traditional,Team,Baseball,Sim",89.0,89.0,1,,7.2,7.2,0.0,,
"Sports,Traditional,Team,Baseball,Sim,Sim",75.5,76.5,42,9.425574964671076,6.86829268292683,7.4,4.0,2.0,2.0
"Sports,Traditional,Team,Basketball,Arcade",56.0,56.0,2,4.242640687119285,6.4,6.4,4.0,2.0,2.0
"Sports,Traditional,Team,Basketball,Arcade,Arcade",72.28571428571429,73.0,14,9.24394663823572,7.121428571428572,7.45,2.0,2.0,2.0
"Sports,Traditional,Team,Basketball,Sim",82.5,82.5,2,0.7071067811865476,6.550000000000001,6.550000000000001,0.0,,
"Sports,Traditional,Team,Basketball,Sim,Sim",75.86440677966101,79.0,59,9.337461862764103,6.8446428571428575,7.1,0.0,,
"Sports,Traditional,Team,Football,Arcade,Arcade",64.3125,66.0,16,9.491882496814487,6.5600000000000005,7.0,6.0,2.0,2.0
"Sports,Traditional,Team,Football,Arcade,Arcade,Sim",75.75,75.0,4,3.0956959368344537,5.2,5.4,2.0,2.0,2.0
"Sports,Traditional,Team,Football,Management,Management,Sim",60.0,64.0,4,10.099504938362077,6.825,6.6,0.0,,
"Sports,Traditional,Team,Football,Sim",80.33333333333333,80.0,3,0.5773502691896247,6.133333333333333,6.2,6.0,2.0,2.0
"Sports,Traditional,Team,Football,Sim,Sim",78.5925925925926,79.5,54,6.677245275740357,6.583333333333333,6.75,4.0,2.0,2.0
"Sports,Traditional,Team,Football,Soccer,Management,Management",84.0,84.0,1,,7.9,7.9,0.0,,
"Sports,Traditional,Team,Football,Soccer,Sim,Sim",66.0,66.0,2,19.79898987322333,6.6,6.6,0.0,,
"Sports,Traditional,Team,Football,Soccer,Sim,Sim,Sim",78.0,78.0,5,3.2403703492039306,7.32,7.4,0.0,,
"Sports,Traditional,Team,Ice Hockey,Arcade,Arcade",65.0,65.0,2,1.4142135623730951,7.05,7.05,0.0,,
"Sports,Traditional,Team,Ice Hockey,Management,Sim",79.5,79.5,2,3.5355339059327378,6.75,6.75,0.0,,
"Sports,Traditional,Team,Ice Hockey,Sim",59.5,59.5,2,0.7071067811865476,3.45,3.45,4.0,2.0,2.0
"Sports,Traditional,Team,Ice Hockey,Sim,Sim",78.61111111111111,79.0,36,8.208976890410987,6.947222222222222,7.05,0.0,,
"Sports,Traditional,Team,Soccer,Arcade",78.0,78.0,1,,8.0,8.0,0.0,,
"Sports,Traditional,Team,Soccer,Arcade,Arcade",65.83333333333333,63.5,6,7.833687935236293,7.15,6.85,0.0,,
"Sports,Traditional,Team,Soccer,Management",80.0,80.0,1,,6.1,6.1,0.0,,
"Sports,Traditional,Team,Soccer,Management,Management",78.1875,78.5,16,7.833421985313948,6.525,6.9,0.0,,
"Sports,Traditional,Team,Soccer,Sim",79.16666666666667,82.0,6,4.400757510550506,5.0,4.95,2.0,2.0,2.0
"Sports,Traditional,Team,Soccer,Sim,Arcade",77.0,77.0,1,,6.7,6.7,0.0,,
"Sports,Traditional,Team,Soccer,Sim,Arcade,Arcade",53.333333333333336,46.0,3,20.033305601755625,7.3,7.3,4.0,2.0,2.0
"Sports,Traditional,Team,Soccer,Sim,Management",71.0,71.0,1,,,,0.0,,
"Sports,Traditional,Team,Soccer,Sim,Sim",78.05376344086021,78.0,93,7.323822937625706,6.781521739130435,7.0,16.0,2.0,2.0
"Sports,Traditional,Tennis",74.63157894736842,73.0,19,11.648607576853639,8.061538461538461,8.0,0.0,,
"Sports,Traditional,Volleyball",61.833333333333336,69.0,6,18.148461826465255,7.08,7.7,0.0,,
"Sports,Volleyball,Team",43.0,43.0,1,,7.5,7.5,0.0,,
"Strategy,Action Adventure,Turn-Based,General",68.0,68.0,1,,7.8,7.8,0.0,,
"Strategy,Action Adventure,Turn-Based,General,Card Battle",81.0,81.0,1,,7.6,7.6,0.0,,
"Strategy,Action Adventure,Turn-Based,General,Modern,Management,Modern,Business / Tycoon",58.0,58.0,1,,3.1,3.1,0.0,,
"Strategy,Action Adventure,Turn-Based,Modern,Modern,Card Battle",67.0,67.0,1,,5.9,5.9,2.0,2.0,2.0
"Strategy,Adventure,General,General,General",78.5,78.5,2,3.5355339059327378,5.95,5.95,0.0,,
"Strategy,Adventure,General,Management,Business / Tycoon",75.0,75.0,1,,7.9,7.9,0.0,,
"Strategy,Adventure,General,Point-and-Click",71.0,71.0,1,,7.8,7.8,0.0,,
"Strategy,Adventure,Real-Time,3D,First-Person,Sci-Fi,Sci-Fi,Command",53.0,53.0,2,9.899494936611665,5.949999999999999,5.949999999999999,0.0,,
"Strategy,Adventure,Real-Time,General,General,Command",55.0,55.0,1,,,,0.0,,
"Strategy,Adventure,Real-Time,General,Tactics",72.0,72.0,1,,7.7,7.7,0.0,,
"Strategy,Adventure,Turn-Based,General",68.0,68.0,1,,7.5,7.5,0.0,,
"Strategy,Adventure,Turn-Based,General,Tactics",69.0,69.0,1,,6.5,6.5,0.0,,
"Strategy,Breeding/Constructing",71.75,77.0,12,15.028004161927466,7.766666666666667,8.5,0.0,,
"Strategy,Breeding/Constructing,General,Breeding/Constructing",69.875,71.0,8,13.705447300773724,6.928571428571429,7.2,0.0,,
"Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Business / Tycoon",63.57142857142857,67.0,7,15.098091963966207,7.428571428571429,7.9,0.0,,
"Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Government",68.0,68.0,2,1.4142135623730951,7.0,7.0,0.0,,
"Strategy,Breeding/Constructing,Management,Breeding/Constructing,Business / Tycoon",69.66666666666667,67.0,3,6.429100507328638,7.3999999999999995,7.3,0.0,,
"Strategy,Breeding/Constructing,Management,Breeding/Constructing,Government",76.0,76.0,1,,7.4,7.4,0.0,,
"Strategy,Breeding/Constructing,Management,Breeding/Constructing,Government,Business / Tycoon",75.0,75.0,1,,7.5,7.5,0.0,,
"Strategy,Breeding/Constructing,Management,Tycoon,Business / Tycoon",60.0,60.0,1,,5.4,5.4,0.0,,
"Strategy,City Building,General,Modern",72.0,72.0,1,,2.8,2.8,0.0,,
"Strategy,City Building,Management,Historic,Government",67.0,67.0,2,14.142135623730951,7.35,7.35,0.0,,
"Strategy,City Building,Management,Historic,Historic,Government",71.11111111111111,72.0,9,6.489307444643932,7.133333333333334,7.7,0.0,,
"Strategy,City Building,Management,Modern,Government",62.0,62.0,2,21.213203435596427,4.7,4.7,0.0,,
"Strategy,City Building,Management,Modern,Modern,Government",70.88888888888889,69.0,9,7.639444424243886,6.577777777777778,6.4,0.0,,
"Strategy,City Building,Modern",62.0,62.0,1,,7.8,7.8,0.0,,
"Strategy,General",70.3103448275862,71.0,58,8.442180845188485,6.772549019607843,7.1,6.0,2.0,2.0
"Strategy,General,General",68.28169014084507,70.0,71,10.340189413285241,6.782539682539682,7.2,2.0,2.0,2.0
"Strategy,General,General,Management,Business / Tycoon",74.0,74.0,2,8.48528137423857,7.25,7.25,0.0,,
"Strategy,General,General,Management,Government",86.5,86.5,2,0.7071067811865476,8.649999999999999,8.649999999999999,0.0,,
"Strategy,General,Management,Breeding/Constructing,Business / Tycoon",46.0,46.0,1,,4.1,4.1,0.0,,
"Strategy,General,Management,Business / Tycoon",77.5,77.5,2,3.5355339059327378,6.85,6.85,0.0,,
"Strategy,General,Management,Government",71.33333333333333,66.0,3,11.015141094572202,7.4,7.4,0.0,,
"Strategy,Management,Business / Tycoon",70.71428571428571,71.5,28,6.621274034600132,6.957692307692308,7.1,0.0,,
"Strategy,Management,Business / Tycoon,Action Adventure,Sandbox",65.0,65.0,1,,6.5,6.5,0.0,,
"Strategy,Management,Government",75.0,76.0,24,5.664534978419591,6.978260869565218,7.0,0.0,,
"Strategy,Management,Government,Business / Tycoon",52.0,52.0,1,,4.6,4.6,0.0,,
"Strategy,Miscellaneous,Adventure,General,General,General,Puzzle,General",80.0,80.0,1,,7.6,7.6,0.0,,
"Strategy,Miscellaneous,Puzzle,Action,General,General,General",77.0,77.0,1,,3.6,3.6,0.0,,
"Strategy,Miscellaneous,Real-Time,Compilation,Historic",45.0,45.0,1,,6.6,6.6,0.0,,
"Strategy,Miscellaneous,Real-Time,Compilation,Historic,Command",68.0,68.0,1,,7.9,7.9,0.0,,
"Strategy,Miscellaneous,Real-Time,Management,Compilation,Modern,Modern,Government",85.0,85.0,1,,8.3,8.3,0.0,,
"Strategy,Miscellaneous,Real-Time,Party,Fantasy,General,Fantasy",74.0,74.0,1,,5.7,5.7,0.0,,
"Strategy,Miscellaneous,Real-Time,Party,General,Fantasy",76.0,76.0,1,,7.2,7.2,0.0,,
"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Card Battle",77.0,77.0,1,,6.1,6.1,0.0,,
"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Historic,General,Historic",58.0,58.0,1,,4.6,4.6,0.0,,
"Strategy,Miscellaneous,Turn-Based,Board / Card Game,Tactics",65.0,65.0,1,,3.1,3.1,0.0,,
"Strategy,Miscellaneous,Turn-Based,Card Battle",64.25,63.5,4,11.026483271348726,5.85,6.25,0.0,,
"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",69.62962962962963,73.0,27,8.801871077954644,7.048148148148148,7.4,0.0,,
"Strategy,Miscellaneous,Turn-Based,Card Battle,Puzzle,Puzzle,General,Card Battle",69.0,69.0,1,,8.6,8.6,0.0,,
"Strategy,Miscellaneous,Turn-Based,Compilation,Tactics",68.0,68.0,1,,7.3,7.3,0.0,,
"Strategy,Miscellaneous,Turn-Based,Wargame,Board / Card Game,Turn-Based,General",77.0,77.0,1,,7.4,7.4,0.0,,
"Strategy,Miscellaneous,Tycoon,Management,Compilation,Tycoon,Government,Business / Tycoon",78.0,78.0,1,,7.5,7.5,0.0,,
"Strategy,Real-Time,Breeding/Constructing,Fantasy,General,Fantasy",87.0,87.0,1,,8.7,8.7,0.0,,
"Strategy,Real-Time,Command",74.33333333333333,73.0,9,7.262919523166975,6.777777777777778,7.3,0.0,,
"Strategy,Real-Time,Defense",69.11111111111111,72.0,18,8.79765268753305,6.411764705882353,6.5,2.0,2.0,2.0
"Strategy,Real-Time,Fantasy",71.21428571428571,71.5,14,13.417431666584797,7.875,7.8,0.0,,
"Strategy,Real-Time,Fantasy,Fantasy",54.5,54.5,2,2.1213203435596424,6.6,6.6,0.0,,
"Strategy,Real-Time,Fantasy,Fantasy,Defense",79.83333333333333,82.5,6,6.210206652492871,7.716666666666666,7.65,0.0,,
"Strategy,Real-Time,Fantasy,Fantasy,Tactics",81.0,81.0,1,,8.9,8.9,0.0,,
"Strategy,Real-Time,Fantasy,General",66.81818181818181,71.0,11,16.296123353842052,6.909999999999999,7.7,0.0,,
"Strategy,Real-Time,Fantasy,General,Command",62.0,62.0,2,16.97056274847714,7.45,7.45,0.0,,
"Strategy,Real-Time,Fantasy,General,Fantasy",72.9090909090909,73.0,55,10.539647768506077,7.801818181818183,7.8,2.0,2.0,2.0
"Strategy,Real-Time,Fantasy,General,Fantasy,Command",78.0,81.0,3,6.082762530298219,8.133333333333333,8.0,0.0,,
"Strategy,Real-Time,Fantasy,General,Fantasy,Defense",87.0,87.0,1,,8.9,8.9,0.0,,
"Strategy,Real-Time,Fantasy,MOBA,MOBA",76.0,76.0,2,0.0,7.5,7.5,0.0,,
"Strategy,Real-Time,General",69.67796610169492,70.0,59,10.11901705388235,6.473684210526316,6.9,0.0,,
"Strategy,Real-Time,General,Command",73.0,74.0,3,4.58257569495584,7.366666666666667,7.2,0.0,,
"Strategy,Real-Time,General,Defense",67.5,72.5,4,14.387494569938157,6.8999999999999995,7.0,2.0,2.0,2.0
"Strategy,Real-Time,General,Fantasy",72.5,72.5,2,9.192388155425117,7.55,7.55,0.0,,
"Strategy,Real-Time,General,General",64.9,67.0,10,10.35427984512255,6.666666666666667,7.0,0.0,,
"Strategy,Real-Time,General,General,Command",69.5,68.5,8,10.08535005412731,7.5125,7.75,0.0,,
"Strategy,Real-Time,General,General,Defense",67.57142857142857,63.0,7,12.660399452059725,7.414285714285714,7.7,0.0,,
"Strategy,Real-Time,General,General,Fantasy,Defense",83.0,83.0,4,5.163977794943222,8.05,8.0,0.0,,
"Strategy,Real-Time,General,General,Tactics",57.0,57.0,1,,6.4,6.4,0.0,,
"Strategy,Real-Time,General,Historic",72.75,80.0,8,12.758750498607395,6.5625,6.6,0.0,,
"Strategy,Real-Time,General,Historic,Fantasy,General",53.0,53.0,1,,4.1,4.1,0.0,,
"Strategy,Real-Time,General,Historic,Historic",59.0,59.0,1,,7.0,7.0,0.0,,
"Strategy,Real-Time,General,Historic,Tactics",68.0,68.0,1,,3.8,3.8,0.0,,
"Strategy,Real-Time,General,Management,Business / Tycoon",78.0,78.0,1,,7.4,7.4,0.0,,
"Strategy,Real-Time,General,Military",84.0,84.0,1,,7.8,7.8,0.0,,
"Strategy,Real-Time,General,Modern,Command",77.0,77.0,1,,7.4,7.4,0.0,,
"Strategy,Real-Time,General,Sci-Fi,Defense",76.0,76.0,2,8.48528137423857,7.15,7.15,0.0,,
"Strategy,Real-Time,General,Sci-Fi,General",79.5,79.5,2,0.7071067811865476,6.699999999999999,6.699999999999999,0.0,,
"Strategy,Real-Time,General,Tactics",75.75,77.5,4,7.632168761236873,7.4,7.6,0.0,,
"Strategy,Real-Time,Historic",71.2,71.0,5,3.033150177620621,8.1,8.1,0.0,,
"Strategy,Real-Time,Historic,General",69.5,70.5,18,12.253450894483942,7.1000000000000005,7.5,0.0,,
"Strategy,Real-Time,Historic,General,Historic",72.26027397260275,76.0,73,12.071577496633571,7.530434782608696,7.8,0.0,,
"Strategy,Real-Time,Historic,General,Historic,Command",58.5,58.5,2,0.7071067811865476,6.4,6.4,0.0,,
"Strategy,Real-Time,Historic,General,Historic,Tactics",72.88888888888889,74.0,9,6.546839780467451,7.48888888888889,7.8,0.0,,
"Strategy,Real-Time,Historic,General,Tactics",55.0,55.0,1,,,,0.0,,
"Strategy,Real-Time,Historic,Historic",57.0,57.0,1,,7.4,7.4,0.0,,
"Strategy,Real-Time,Historic,Historic,Command",73.14285714285714,75.0,14,14.064998251836926,7.685714285714285,7.85,0.0,,
"Strategy,Real-Time,Historic,Historic,Defense",80.0,80.0,1,,8.3,8.3,0.0,,
"Strategy,Real-Time,Historic,Historic,Tactics",77.5,77.5,2,3.5355339059327378,7.75,7.75,0.0,,
"Strategy,Real-Time,Historic,Tactics",78.0,78.0,1,,7.9,7.9,0.0,,
"Strategy,Real-Time,MOBA",75.1875,76.0,16,6.715343128488176,6.786666666666666,7.1,0.0,,
"Strategy,Real-Time,MOBA,Defense",61.0,61.0,1,,,,0.0,,
"Strategy,Real-Time,MOBA,MOBA",56.0,56.0,1,,6.0,6.0,0.0,,
"Strategy,Real-Time,Management,Historic,Business / Tycoon",66.0,66.0,1,,6.3,6.3,0.0,,
"Strategy,Real-Time,Management,Historic,Historic,Government",63.0,63.0,1,,7.6,7.6,0.0,,
"Strategy,Real-Time,Military",68.14285714285714,69.0,7,11.20161552974349,7.7,7.7,0.0,,
"Strategy,Real-Time,Military,General",51.5,56.5,4,19.467922333931785,5.533333333333334,5.8,0.0,,
"Strategy,Real-Time,Military,General,Military",69.47619047619048,70.0,21,12.241809701261685,7.526315789473684,7.8,0.0,,
"Strategy,Real-Time,Military,General,Military,Tactics",68.0,68.0,1,,5.3,5.3,0.0,,
"Strategy,Real-Time,Military,General,Tactics",63.0,63.0,1,,6.5,6.5,0.0,,
"Strategy,Real-Time,Military,Military",51.5,51.5,2,3.5355339059327378,6.7,6.7,0.0,,
"Strategy,Real-Time,Military,Military,Tactics",74.6,76.0,5,3.781534080237806,7.459999999999999,7.8,0.0,,
"Strategy,Real-Time,Modern,General",86.5,86.5,2,3.5355339059327378,7.85,7.85,0.0,,
"Strategy,Real-Time,Modern,General,Modern",67.7,65.0,10,11.460560389633862,7.455555555555557,7.7,0.0,,
"Strategy,Real-Time,Modern,Modern",47.0,47.0,1,,,,0.0,,
"Strategy,Real-Time,Modern,Modern,Tactics",68.0,68.0,1,,7.8,7.8,0.0,,
"Strategy,Real-Time,Sci-Fi",69.83333333333333,71.5,6,12.205190152827061,7.316666666666666,7.85,0.0,,
"Strategy,Real-Time,Sci-Fi,Command",93.0,93.0,1,,8.3,8.3,0.0,,
"Strategy,Real-Time,Sci-Fi,General",66.91666666666667,69.0,12,7.354137157636728,7.220000000000001,7.15,0.0,,
"Strategy,Real-Time,Sci-Fi,General,Defense",73.0,73.0,1,,7.6,7.6,0.0,,
"Strategy,Real-Time,Sci-Fi,Sci-Fi,Command",86.8,86.0,5,2.280350850198275,8.74,8.9,0.0,,
"Strategy,Real-Time,Sci-Fi,Sci-Fi,Defense",77.5,77.5,2,6.363961030678928,7.7,7.7,0.0,,
"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",72.51612903225806,75.0,62,11.97229306204144,7.377049180327869,7.6,0.0,,
"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command",78.0,78.0,9,10.723805294763608,7.900000000000001,8.3,0.0,,
"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Defense",67.0,67.0,2,8.48528137423857,6.35,6.35,0.0,,
"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Tactics",80.0,80.0,1,,7.8,7.8,0.0,,
"Strategy,Real-Time,Tactics",78.17647058823529,80.0,17,7.715530556268037,7.56875,7.6,0.0,,
"Strategy,Real-Time,Wargame,Real-Time,General",74.8,81.0,10,15.704210334245468,7.144444444444444,7.6,0.0,,
"Strategy,Real-Time,Wargame,Turn-Based,Military,Tactics",68.5,68.5,2,0.7071067811865476,6.949999999999999,6.949999999999999,0.0,,
"Strategy,Turn-Based,4X",76.125,76.5,24,9.24691487916963,7.045833333333333,7.05,0.0,,
"Strategy,Turn-Based,Artillery",78.0,77.0,4,3.559026084010437,7.375,7.4,0.0,,
"Strategy,Turn-Based,Card Battle",80.25,81.5,20,6.103277807866851,6.131578947368421,6.6,2.0,2.0,2.0
"Strategy,Turn-Based,Card Battle,Tactics",66.5,66.5,2,4.949747468305833,7.699999999999999,7.699999999999999,0.0,,
"Strategy,Turn-Based,Fantasy",75.46875,77.0,32,8.292959995313547,8.026666666666667,8.3,0.0,,
"Strategy,Turn-Based,Fantasy,4X",73.0,73.0,1,,7.1,7.1,0.0,,
"Strategy,Turn-Based,Fantasy,Fantasy,Artillery",69.63636363636364,71.0,11,7.473589863950621,7.0200000000000005,7.2,0.0,,
"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",76.3913043478261,78.0,23,9.447169515664857,8.081818181818182,8.25,4.0,2.0,2.0
"Strategy,Turn-Based,Fantasy,General",71.4,73.0,5,6.148170459575761,6.9799999999999995,7.3,0.0,,
"Strategy,Turn-Based,Fantasy,General,4X",80.0,80.0,1,,7.7,7.7,0.0,,
"Strategy,Turn-Based,Fantasy,General,Fantasy",68.81818181818181,70.0,33,11.411218562927857,7.3375,7.5,2.0,2.0,2.0
"Strategy,Turn-Based,Fantasy,General,Fantasy,Tactics",69.33333333333333,68.5,6,10.0531918646103,7.433333333333334,7.5,0.0,,
"Strategy,Turn-Based,Fantasy,Tactics",74.0,74.0,1,,7.3,7.3,0.0,,
"Strategy,Turn-Based,General",74.74074074074075,75.0,27,9.553865881220727,6.8374999999999995,7.15,2.0,2.0,2.0
"Strategy,Turn-Based,General,4X",78.8,79.0,5,2.863564212655271,7.24,7.4,0.0,,
"Strategy,Turn-Based,General,Fantasy",60.25,61.5,4,12.685293322058683,5.875,6.7,0.0,,
"Strategy,Turn-Based,General,Fantasy,Tactics",64.75,66.0,4,9.979144919948471,6.7,6.8,6.0,2.0,2.0
"Strategy,Turn-Based,General,General",67.5,67.5,2,13.435028842544403,7.05,7.05,0.0,,
"Strategy,Turn-Based,General,General,4X",79.0,79.0,1,,7.7,7.7,0.0,,
"Strategy,Turn-Based,General,General,Artillery",66.0,66.0,2,9.899494936611665,7.35,7.35,0.0,,
"Strategy,Turn-Based,General,General,Tactics",69.0,68.0,5,1.8708286933869707,6.959999999999999,7.1,0.0,,
"Strategy,Turn-Based,General,Historic",68.0,71.0,3,7.937253933193772,7.133333333333333,7.3,0.0,,
"Strategy,Turn-Based,General,Historic,Historic",78.0,78.0,1,,7.0,7.0,0.0,,
"Strategy,Turn-Based,General,Modern,Modern",63.0,63.0,1,,4.3,4.3,0.0,,
"Strategy,Turn-Based,General,Modern,Tactics",85.0,85.0,1,,7.5,7.5,2.0,2.0,2.0
"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi",64.5,67.5,4,14.70827431527347,6.425,6.65,0.0,,
"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi,General",69.0,69.0,1,,7.4,7.4,2.0,2.0,2.0
"Strategy,Turn-Based,General,Sci-Fi,Sci-Fi,General,Tactics",89.33333333333333,89.0,3,0.5773502691896247,8.266666666666667,8.3,4.0,2.0,2.0
"Strategy,Turn-Based,General,Tactics",77.0,84.0,10,13.424687043734846,6.890000000000001,7.25,8.0,2.0,2.0
"Strategy,Turn-Based,General,Wargame,General,Fantasy,Artillery",77.0,77.0,2,2.8284271247461903,7.35,7.35,0.0,,
"Strategy,Turn-Based,Historic",70.18181818181819,72.0,11,6.968761465542952,7.890000000000001,8.2,0.0,,
"Strategy,Turn-Based,Historic,General",68.25,68.0,4,12.76388133236386,7.85,7.85,0.0,,
"Strategy,Turn-Based,Historic,General,Historic",69.52941176470588,70.0,17,13.299988942941,7.241176470588235,7.8,0.0,,
"Strategy,Turn-Based,Historic,General,Historic,4X",83.0,83.0,2,15.556349186104045,7.95,7.95,0.0,,
"Strategy,Turn-Based,Historic,Historic",77.0,77.0,1,,6.1,6.1,0.0,,
"Strategy,Turn-Based,Historic,Historic,4X",83.9,85.5,10,8.987027688099479,7.92,8.0,0.0,,
"Strategy,Turn-Based,Historic,Historic,Tactics",72.25,75.0,4,16.028620235898867,7.35,8.2,0.0,,
"Strategy,Turn-Based,Historic,Tactics",60.5,60.5,2,12.020815280171307,7.550000000000001,7.550000000000001,0.0,,
"Strategy,Turn-Based,Modern",83.0,83.0,2,12.727922061357855,8.25,8.25,0.0,,
"Strategy,Turn-Based,Modern,General",57.0,57.0,2,4.242640687119285,7.25,7.25,0.0,,
"Strategy,Turn-Based,Modern,General,Modern",67.0,76.0,5,16.263455967290593,7.5,7.4,0.0,,
"Strategy,Turn-Based,Modern,General,Tactics",48.0,48.0,1,,6.5,6.5,0.0,,
"Strategy,Turn-Based,Modern,Modern",58.0,58.0,1,,6.4,6.4,0.0,,
"Strategy,Turn-Based,Modern,Modern,Card Battle",77.5,77.5,2,3.5355339059327378,7.55,7.55,2.0,2.0,2.0
"Strategy,Turn-Based,Modern,Modern,Tactics",88.0,88.0,2,2.8284271247461903,8.8,8.8,0.0,,
"Strategy,Turn-Based,Modern,Tactics",64.0,64.0,1,,7.6,7.6,0.0,,
"Strategy,Turn-Based,Real-Time,Fantasy,Fantasy,Artillery",74.0,74.0,1,,7.1,7.1,0.0,,
"Strategy,Turn-Based,Real-Time,General,Modern,Modern,Tactics",62.0,62.0,1,,5.5,5.5,0.0,,
"Strategy,Turn-Based,Real-Time,Historic,Historic,General",87.0,87.0,1,,8.8,8.8,0.0,,
"Strategy,Turn-Based,Real-Time,Historic,Historic,General,Historic",84.0,84.0,1,,8.6,8.6,0.0,,
"Strategy,Turn-Based,Real-Time,Historic,Tactics",79.0,79.0,1,,7.6,7.6,0.0,,
"Strategy,Turn-Based,Real-Time,Sci-Fi,4X",77.0,77.0,1,,6.9,6.9,0.0,,
"Strategy,Turn-Based,Real-Time,Sci-Fi,Sci-Fi,General",72.0,72.0,2,7.0710678118654755,7.15,7.15,0.0,,
"Strategy,Turn-Based,Real-Time,Tactics",69.0,69.0,1,,6.1,6.1,0.0,,
"Strategy,Turn-Based,Real-Time,Wargame,Real-Time,General,Tactics",80.0,80.0,1,,7.5,7.5,0.0,,
"Strategy,Turn-Based,Sci-Fi",68.08333333333333,67.0,12,11.4689964158979,8.2875,8.5,0.0,,
"Strategy,Turn-Based,Sci-Fi,4X",74.0,74.0,2,14.142135623730951,6.5,6.5,0.0,,
"Strategy,Turn-Based,Sci-Fi,General",70.8,72.0,5,2.683281572999748,6.68,7.3,0.0,,
"Strategy,Turn-Based,Sci-Fi,General,4X",81.0,81.0,1,,5.5,5.5,0.0,,
"Strategy,Turn-Based,Sci-Fi,General,Tactics",72.0,72.0,1,,7.3,7.3,0.0,,
"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",83.66666666666667,88.5,6,13.094528119281986,7.866666666666667,7.75,0.0,,
"Strategy,Turn-Based,Sci-Fi,Sci-Fi,General",67.66666666666667,70.0,12,9.966610925150704,7.116666666666667,7.45,0.0,,
